0,-1468.0
2000,-1468.0
4000,-1905.0
6000,-709.0
8000,-550.0
10000,-486.0
12000,-484.0
14000,-484.0
16000,-484.0
18000,-484.0
20000,-484.0
22000,-484.0
24000,-484.0
26000,-484.0
28000,-484.0
30000,-484.0
32000,-484.0
34000,-484.0
36000,-484.0
38000,-484.0
40000,-484.0
